request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"Paying the full course fee of ZAR 41,976 now will still leave you with at least ZAR 18,700 for your regular commitments over the next 90 days."
request_170,31353525.39,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-09-13,none,"Use 3 installments of IDR 12804480, starting 2025-08-06. This leaves at least IDR 24715800 available."
request_171,33.79,not_affordable,not_recommended,none,,none,Do not make this payment. No safe payment plan keeps the EUR 500 minimum balance protected within the next 90 days.
request_172,10200,affordable_with_plan,installments,2024-06-05:5304|2024-07-03:5304,2024-06-05,none,"Use 2 installments of ZAR 5304, starting 2024-06-05. This leaves at least ZAR 27200 available."
request_173,63454.56,affordable_with_plan,installments,2025-11-21:39173.33|2025-12-19:39173.33|2026-01-16:39173.33,2025-11-14,none,"Use 3 installments of INR 39173.33, starting 2025-11-21. This leaves at least INR 79100 available."
request_174,1146.2,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Use 3 installments of EUR 397.35, starting 2026-04-04. This leaves at least EUR 700 available."
request_175,2346.3,affordable_now,full_payment,2024-09-06:2346.3,2024-09-06,none,Pay EUR 2346.3 in full on 2024-09-06. This leaves at least EUR 1700 available over the next 90 days.
request_176,464.04,affordable_later,wait,2025-03-10:1239.7,2025-03-10,none,"Paying for the family trip now would put your minimum balance of EUR 600 at risk, so it's best to wait until March 10, 2025, to pay the full amount of EUR 1239.70."
request_177,1017.6,affordable_now,full_payment,2026-01-05:1017.6,2026-01-05,none,"You can pay the full amount of USD 1,017.60 for the repair, and you'll still have at least USD 1,300 available over the next 90 days."
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1018.54, starting 2024-12-07. This leaves at least EUR 1400 available."
request_179,6658951.16,affordable_later,wait,2025-07-17:41648000,2025-07-17,none,"Paying the additional IDR 41,648,000 on 17 July 2025 will ensure you don't risk the minimum payment of IDR 41,430,800. It's best to wait until then to make the full payment."
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,Pay INR 66500 in full on 2026-07-06. This leaves at least INR 37300 available over the next 90 days.
request_181,413.45,not_affordable,not_recommended,none,,none,Do not make this payment. No safe payment plan keeps the USD 2000 minimum balance protected within the next 90 days.
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"You can make the extra loan payment of ZAR 65,714 now, and you'll still have at least ZAR 31,100 available for essential expenses over the next 90 days."
request_183,22999757.91,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-05-14,none,"You can cover the full repair cost by using 3 installments of IDR 9,313,546.67, starting on April 10, 2026, and still have at least IDR 11,878,300 left for your essential expenses."
request_184,7478.64,not_affordable,not_recommended,none,,none,"Paying this much toward the loan would not leave enough funds to maintain the minimum balance of INR 110,800 needed for the next 90 days."
request_185,417.23,affordable_later,wait,2026-01-13:1257.3,2026-01-13,none,"It's safer to wait until January 13, 2026, to book the trip and pay the full EUR 1,257.30. Paying sooner could put your EUR 1,300 minimum balance at risk."
request_186,11417.12,affordable_with_plan,wait,2026-03-15:26554,,reduce_to:event_17239:623.7,"It's safer to wait until 15 March 2026 and pay the full ZAR 26,554. Paying sooner could put the ZAR 22,000 minimum at risk, so you'll need to reduce your dining expenses to ZAR 623.7 to manage this."
request_187,37582.82,affordable_later,wait,2024-09-15:187500,2024-09-15,none,"Wait until September 15, 2024, to pay the full INR 187,500 for the membership. Paying sooner could put your INR 128,300 minimum at risk."
request_188,178.85,not_affordable,not_recommended,none,,none,You can't make this payment and still keep your minimum balance of EUR 900. No safe payment plan works within the next 90 days.
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.4 in full on 2026-07-04. This leaves at least EUR 400 available over the next 90 days.
request_190,540.61,not_affordable,not_recommended,none,,none,You shouldn't make this payment right now. There's no safe way to cover the laptop while keeping your minimum balance of EUR 1600 protected over the next 90 days.
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.4 in full on 2025-05-03. This leaves at least EUR 500 available over the next 90 days.
request_192,239.27,not_affordable,not_recommended,none,,none,You shouldn't make this payment because there's no safe way to keep your minimum balance of USD 1000 protected over the next 90 days.
request_193,36.53,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-17,none,"You can take the membership by paying in 3 installments of EUR 420.23, starting on March 21, 2024, and still keep at least EUR 1000 as your minimum balance."
request_194,33517.97,affordable_later,wait,2025-10-24:132800,2025-10-24,none,"You can cover the deposit of INR 132,800 by waiting until October 24, 2025, to pay it in full. Paying sooner would risk not having enough for your rent and regular bills, which require at least INR 113,600."
request_195,964.13,not_affordable,not_recommended,none,2026-03-15,none,You shouldn't make this payment because no safe payment plan will keep your minimum balance of EUR 700 protected over the next 90 days.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Paying EUR 762.30 for the laptop today will still leave you with at least EUR 500 for your regular expenses over the next 90 days.
request_197,50939000,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,"Use 3 installments of IDR 17658853.33, starting 2025-11-19. This leaves at least IDR 26245900 available."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 in full on 2026-07-07. This leaves at least INR 124300 available over the next 90 days.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 2024-09-07. This leaves at least IDR 25359500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"You can safely cover the full price of the laptop, IDR 21,717,000, today, as you have at least IDR 20,114,600 available over the next 90 days."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Pay IDR 23997000 in full on 2026-04-03. This leaves at least IDR 17304500 available over the next 90 days.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 in full on 2024-12-05. This leaves at least INR 147800 available over the next 90 days.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"You can cover the full repair by paying in 3 installments of EUR 499.93, starting on May 10, 2025, and still have at least EUR 1400 left for your essential expenses."
request_204,570.6,affordable_later,wait,2026-01-14:588.74,2026-01-14,none,"You can cover the EUR 588.74 rental deposit on January 14, 2026, without risking your rent and regular bills, but paying it sooner would put your EUR 1300 minimum at risk."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"You can pay the additional loan amount of IDR 10,621,000 without risking your upcoming bills, as you will still have at least IDR 13,994,300 available over the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"You should send the money in 3 installments of EUR 486.96, starting on August 3, 2025. This way, you'll have at least EUR 900 available throughout the process."
request_207,4632.25,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"You can make the full transfer of ZAR 11,830 without falling short on your own bills, but wait until July 15, 2026, to do so. Paying any sooner could put your ZAR 13,600 minimum at risk."
request_208,3127485.92,affordable_later,wait,2024-06-14:4413000,2024-06-14,none,"Wait until June 14, 2024, to book the trip and pay the full amount of IDR 4,413,000. Paying sooner could jeopardize your ability to cover your usual expenses, which require at least IDR 10,470,700."
request_209,1766.84,not_affordable,not_recommended,none,,none,You shouldn't make this payment because there's no safe way to keep your minimum balance of ZAR 18400 protected over the next 90 days.
request_210,986.75,affordable_with_plan,partial_payment,2026-04-06:986.75|2026-04-14:373.27,2026-04-14,none,Pay USD 986.75 now and USD 373.27 on 2026-04-14. This completes the full request and keeps the USD 2000 minimum protected.
request_211,252.47,affordable_later,wait,2024-11-16:1788.6,2024-11-16,none,"It's best to wait until November 16, 2024, to pay the full EUR 1,788.60 for the annual membership. Paying sooner could risk falling below the EUR 1,500 minimum."
request_212,6181596.18,not_affordable,not_recommended,none,,none,"Committing to the annual membership would not leave enough funds for your upcoming bills, as no safe payment plan can protect the minimum balance of IDR 29,579,800 within the next 90 days."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"You can complete the family transfer by using 3 installments of USD 1165.63, starting on January 21, 2026, and still keep your minimum balance of USD 2100."
request_214,42283.19,affordable_with_plan,partial_payment,2024-12-04:42283.19|2024-12-16:27466.81,2024-12-16,none,"You can pay INR 42,283.19 now and the remaining INR 27,466.81 on December 16, 2024, to complete the full membership fee while keeping the minimum of INR 1,74,900 protected."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10395.15, starting 2025-05-09. This leaves at least ZAR 15700 available."
request_216,489.02,affordable_with_plan,wait,2026-09-13:3332.4,,reduce_to:event_19943:44,"Paying for the trip now would put your minimum balance at risk, so it's best to wait until September 13, 2026, and reduce your spending on bakery and snacks to $44."
request_217,19477.38,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,,reduce_to:event_20045:663.3,"You can afford the full trip without putting your upcoming bills at risk by using 3 installments of ZAR 12,889.07, starting on March 19, 2024. This will leave you with at least ZAR 26,800 available, but you'll need to reduce your dining budget to ZAR 663.3."
request_218,25858266.1,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21195893.33, starting 2025-08-07. This leaves at least IDR 34477200 available."
request_219,1358.08,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-04-15,none,"Use 3 installments of EUR 580.01, starting 2026-04-07. This leaves at least EUR 1100 available."
request_220,68.48,not_affordable,not_recommended,none,,none,Do not make this payment. No safe payment plan keeps the EUR 1100 minimum balance protected within the next 90 days.
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 in full on 2025-11-03. This leaves at least INR 81500 available over the next 90 days.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 in full on 2026-01-05. This leaves at least ZAR 27300 available over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 in full on 2024-09-07. This leaves at least EUR 800 available over the next 90 days.
request_224,10327000,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-04,none,"You can safely put IDR 5,370,040 toward the booking today, and you'll have another IDR 22,187,600 available afterward."
request_225,9710716.16,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-13,none,"You can split the payment into 3 installments of IDR 7,647,120, starting on July 20, 2026, which will leave you with at least IDR 17,670,700 available."
request_226,121001.86,affordable_later,wait,2025-02-21:157000,2025-02-21,none,"It's best to wait until February 21, 2025, to pay the full INR 157,000 for the membership. Paying any sooner could risk falling below the minimum balance of INR 209,400."
request_227,7482.1,not_affordable,not_recommended,none,,none,Do not make this payment. No safe payment plan keeps the INR 62900 minimum balance protected within the next 90 days.
request_228,6479213.28,affordable_later,wait,2026-05-10:63327000,2026-05-10,none,"You should wait until May 10, 2026, to invest the full IDR 63,327,000 to avoid going below your minimum balance of IDR 26,191,200."
request_229,466.72,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-18,none,"You can safely put EUR 529.29 toward the booking today, as this will leave you with at least EUR 1000 available."
request_230,0,not_affordable,not_recommended,none,,none,Making this payment would put your upcoming bills at risk because there's no safe way to keep the EUR 2000 minimum balance protected within the next 90 days.
request_231,31581.52,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-03-18,reduce_to:event_21305:845.9,"Use 3 installments of ZAR 12378.08, starting 2026-01-06. This leaves at least ZAR 24300 available. This requires reducing Quick-service meal (dining) to ZAR 845.9."
request_232,840.26,affordable_later,wait,2024-06-14:1970.1,2024-06-14,none,"You can afford the full trip cost of EUR 1,970.10 by waiting until June 14, 2024, to pay. Paying sooner would risk falling below your EUR 2,400 minimum."
request_233,3757732.13,affordable_with_plan,partial_payment,2025-11-07:3757732.13|2025-11-15:2483267.87,2025-11-15,none,Pay IDR 3757732.13 now and IDR 2483267.87 on 2025-11-15. This completes the full request and keeps the IDR 10365700 minimum protected.
request_234,183.14,affordable_later,wait,2026-09-13:1213.3,2026-09-13,none,"Wait until September 13, 2026, to pay the full EUR 1,213.30. Paying sooner could put your EUR 700 minimum at risk for the rest of the month."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.2 in full on 2024-09-06. This leaves at least USD 700 available over the next 90 days.
request_236,5808618.65,not_affordable,not_recommended,none,,none,"You should not make this payment as there is no safe way to keep your minimum balance of IDR 16,768,600 protected over the next 90 days."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Renewing the membership will cost IDR 23,826,000, but you'll still have at least IDR 22,431,500 left for your upcoming bills over the next 90 days."
request_238,0,not_affordable,not_recommended,none,,none,You should not make this payment as there is no safe way to keep your minimum balance of USD 700 protected over the next 90 days.
request_239,0,not_affordable,not_recommended,none,,none,Do not make this payment. No safe payment plan keeps the USD 600 minimum balance protected within the next 90 days.
request_240,13857.82,affordable_with_plan,partial_payment,2026-01-06:13857.82|2026-02-13:87342.18,2026-02-13,none,"It's safer to book the trip now by paying INR 13,857.82, which keeps the INR 52,800 minimum protected, and you'll pay the remaining INR 87,342.18 on February 13, 2026."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"You can send the money in 3 installments of IDR 7,298,026.67, starting on March 17, 2024. This way, you'll have at least IDR 19,252,000 still available."
request_242,26.96,not_affordable,not_recommended,none,,none,It's not safe to make this payment right now as there's no plan that keeps your minimum balance of EUR 600 protected over the next 90 days.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Yes, you can cover the full repair cost of ZAR 17,468 now and still have at least ZAR 19,900 available for your essential expenses over the next 90 days."
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Sending ZAR 49,918 now will still leave you with at least ZAR 45,900 for your upcoming expenses over the next 90 days."
request_245,30587.06,affordable_later,wait,2025-11-14:128500,2025-11-14,none,"Wait until November 14, 2025, to pay the full amount of INR 128,500. Paying sooner could risk the minimum balance of INR 94,600."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"You can safely cover the full course fee by the deadline using 3 installments of ZAR 22,216.48, starting on April 3, 2026, which will leave you with at least ZAR 39,300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 in full on 2024-09-05. This leaves at least EUR 1300 available over the next 90 days.
request_248,1133.89,affordable_with_plan,partial_payment,2025-02-07:1133.89|2025-02-20:831.71,2025-02-20,none,"You can invest USD 1,133.89 today without dropping below your minimum balance of USD 1,300. The remaining USD 831.71 will be due on February 20, 2025."
request_249,127.74,affordable_later,wait,2026-03-15:643.2,2026-03-15,none,"It's best to wait until March 15, 2026, to pay the full membership fee of USD 643.20. Paying sooner could risk dipping below your USD 600 minimum."
request_250,15480.02,affordable_with_plan,partial_payment,2024-12-06:15480.02|2025-01-15:108797.98,2025-01-15,none,"You can pay ZAR 15,480.02 now and ZAR 108,797.98 on 15 January 2025 to clear the additional amount without risking your upcoming bills, as this keeps your ZAR 35,300 minimum protected."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,It's not safe to cover the full course fee by the deadline because no payment plan can keep your EUR 1300 minimum balance protected within the next 90 days.
request_252,3858724.62,affordable_later,wait,2026-09-13:28082000,2026-09-13,none,"You can make the full transfer of IDR 28,082,000 to your family on September 13, 2026, without falling short on your own bills. Paying any sooner would risk dipping below your minimum balance of IDR 15,152,200."
request_253,1364.29,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-18,none,Paying the full deposit in 3 installments of EUR 984.6 each will still leave you with at least EUR 2300 available for your other commitments.
request_254,874.04,affordable_later,wait,2025-10-13:3535.2,2025-10-13,none,"It's best to wait until October 13, 2025, to pay the full membership fee of USD 3,535.20. Paying sooner could risk dipping below your USD 2,500 minimum."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"You can safely send IDR 3,345,000 to your family today, as this will still leave you with at least IDR 9,813,900 available over the next 90 days."
request_256,162038.18,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-06-14,none,"It's safer to invest in 3 installments of INR 75,816, starting on June 10, 2024. This way, you'll still have at least INR 168,600 available."
request_257,345.09,affordable_later,wait,2026-01-16:1352.4,2026-01-16,none,"Paying the full USD 1,352.40 for the membership on 2026-01-16 will keep you above your USD 1,600 minimum, but paying sooner would put that at risk."
request_258,72.54,not_affordable,not_recommended,none,,none,You shouldn't make this payment because there's no safe way to keep your minimum balance of USD 500 protected over the next 90 days.
request_259,493.03,affordable_later,wait,2024-10-14:935,2024-10-14,none,"Wait until October 14, 2024, to pay the full membership fee of EUR 935. Paying sooner could put your EUR 600 minimum at risk."
request_260,8354662.19,not_affordable,not_recommended,none,,none,"It's best not to make this payment right now, as no safe payment plan can protect your minimum balance of IDR 20,727,700 over the next 90 days."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 in full on 2026-07-03. This leaves at least EUR 1500 available over the next 90 days.
request_262,0,not_affordable,not_recommended,none,,none,"It's best not to make this payment right now, as there's no safe way to keep your minimum balance of IDR 31,018,500 protected within the next 90 days."
request_263,7212.06,affordable_with_plan,partial_payment,2025-05-07:7212.06|2025-06-15:44333.94,2025-06-15,none,"If you pay ZAR 7212.06 now and ZAR 44333.94 by 15 June 2025, you'll meet the full payment requirement while keeping the ZAR 24100 minimum protected."
request_264,23020.12,affordable_later,wait,2026-06-13:111300,2026-06-13,none,"Paying the repair bill today would put you below the INR 59,500 minimum balance you need to keep. It's best to wait until June 13, 2026, to pay the full INR 111,300."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,"You can safely send INR 45,970 to your family today, and you'll still have at least INR 189,700 available over the next 90 days."
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"It's safer to invest in 3 installments of EUR 324.13, starting on August 3, 2025. This way, you'll still have at least EUR 900 available."
request_267,1634.99,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-02-13,stop:event_24573,"You can safely pay EUR 667.33 today as part of your rental deposit, which will leave you with at least EUR 1500 available. Just remember to stop your Family streaming plan to manage your finances."
request_268,1036.61,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-14,none,"You can put an extra EUR 1,400 toward the loan today."
request_269,9838.75,affordable_later,wait,2025-12-15:15490,2025-12-15,none,"Paying the ZAR 15,490 now would put your minimum balance of ZAR 23,100 at risk, so it's best to wait until December 15, 2025."
request_270,0,not_affordable,not_recommended,none,,none,It's not safe to make this investment right now because you need to keep at least USD 1400 as a minimum balance for the next 90 days.
request_271,6407.28,not_affordable,not_recommended,none,,none,"Paying for the trip now would drop your balance below the minimum required, so it's not safe to make this payment."
request_272,6004587.68,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-16,none,"Use 3 installments of IDR 4709466.67, starting 2025-02-12. This leaves at least IDR 7508600 available."
request_273,9576848.05,affordable_with_plan,partial_payment,2026-04-07:9576848.05|2026-04-14:6284151.95,2026-04-14,none,Pay IDR 9576848.05 now and IDR 6284151.95 on 2026-04-14. This completes the full request and keeps the IDR 18774600 minimum protected.
request_274,2130.33,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-01-16,reduce_to:event_25181:51.6,"Use 3 installments of EUR 940.75, starting 2024-12-04. This leaves at least EUR 1800 available. This requires reducing Clothing and household items (shopping) to EUR 51.6."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 in full on 2025-05-06. This leaves at least IDR 12760100 available over the next 90 days.
